============================================================
CAN Bus IDS started at 2026-06-17 21:37:11
============================================================
============================================================
CAN Bus IDS started at 2026-06-17 21:39:16
============================================================
[ALERT] [2026-06-17 21:39:21] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:44] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:45] SPOOF | MEDIUM confidence | CAN_ID=0x101 | Message from unknown CAN_ID=0x101. Not in whitelist of legitimate ECU IDs.
[ALERT] [2026-07-09 12:28:45] REPLAY | HIGH confidence | CAN_ID=0x101 | Exact duplicate message from CAN_ID=0x101. Counter=5 with identical data seen before.
[ALERT] [2026-07-09 12:28:46] REPLAY | HIGH confidence | CAN_ID=0x101 | Exact duplicate message from CAN_ID=0x101. Counter=5 with identical data seen before.
[ALERT] [2026-07-09 12:28:47] REPLAY | HIGH confidence | CAN_ID=0x101 | Exact duplicate message from CAN_ID=0x101. Counter=5 with identical data seen before.
[ALERT] [2026-07-09 12:28:47] REPLAY | HIGH confidence | CAN_ID=0x101 | Exact duplicate message from CAN_ID=0x101. Counter=5 with identical data seen before.
[ALERT] [2026-07-09 12:28:48] SPOOF | HIGH confidence | CAN_ID=0x100 | Auth token mismatch on CAN_ID=0x100. Received=FFFFFFFF, Expected=DEADBEEF. Possible identity spoofing.
[ALERT] [2026-07-09 12:28:49] SPOOF | HIGH confidence | CAN_ID=0x100 | Auth token mismatch on CAN_ID=0x100. Received=FFFFFFFF, Expected=DEADBEEF. Possible identity spoofing.
[ALERT] [2026-07-09 12:28:50] SPOOF | HIGH confidence | CAN_ID=0x100 | Auth token mismatch on CAN_ID=0x100. Received=FFFFFFFF, Expected=DEADBEEF. Possible identity spoofing.
Session ended 2026-07-09 12:28:53 | Messages=15 | Alerts=58 | Flood=1 | Replay=4 | Spoof=53
============================================================
